sku;name_en
PAC0957;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Fusion"
PAC0958;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 2TB Fusion"
PAC0960;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 2TB Fusion"
PAC0962;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 3TB Fusion"
PAC0964;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 3TB Fusion"
PAC0966;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 256GB Flash"
PAC0967;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 256GB Flash"
PAC0968;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 256GB Flash"
PAC0969;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash"
PAC0970;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 512GB Flash"
PAC0972;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 512GB Flash | AMD Radeon R9 M390"
PAC0974;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Flash"
PAC0976;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Flash"
PAC1583;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 512GB SSD | AMD Radeon R9 M390"
PAC1584;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | RAM 16GB | 512GB SSD | AMD Radeon R9 M390"
PAC1585;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | RAM 32GB | 512GB SSD | AMD Radeon R9 M390"
PAC1586;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1587;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1588;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1589;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1590;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1591;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1592;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 525 GB SSD | AMD Radeon R9 M390"
PAC1593;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | RAM 16GB | 525GB SSD | AMD Radeon R9 M390"
PAC1594;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | RAM 32GB | 525GB SSD | AMD Radeon R9 M390"
PAC1595;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1596;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 16GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1597;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1598;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1599;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1600;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1031;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 3TB Fusion"
PAC1030;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 3TB Fusion"
PAC1034;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 256GB Flash"
PAC1035;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 256GB Flash | AMD Radeon R9 M395"
PAC1036;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 256GB Flash"
PAC1037;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash"
PAC1038;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 512GB Flash"
PAC1039;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 512GB Flash"
PAC1040;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 512GB Flash"
PAC1041;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 512GB Flash"
PAC1042;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 1TB Flash"
PAC1043;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 1TB Flash"
PAC1044;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 1TB Flash"
PAC1045;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Flash"
PAC1046;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 2TB Fusion | R9 M395X 4GB"
PAC1047;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 2TB Fusion | R9 M395X 4GB"
PAC1048;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 2TB Fusion | R9 M395X 4GB"
PAC1049;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 2TB Fusion | R9 M395X 4GB"
PAC1050;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 3TB Fusion | R9 M395X 4GB"
PAC1051;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 3TB Fusion | R9 M395X 4GB"
PAC1052;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 3TB Fusion | R9 M395X 4GB"
PAC1053;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 3TB Fusion | R9 M395X 4GB"
PAC1054;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 256GB Flash | R9 M395X 4GB"
PAC1055;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 256GB Flash | R9 M395X 4GB"
PAC1056;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 256 Flash | R9 M395X 4GB"
PAC1057;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash | R9 M395X 4GB"
PAC1058;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 512GB Flash | R9 M395X 4GB"
PAC1059;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 512GB Flash | R9 M395X 4GB"
PAC1060;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 512GB Flash | R9 M395X 4GB"
PAC1061;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 512GB Flash | R9 M395X 4GB"
PAC1062;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 1TB Flash | R9 M395X 4GB"
PAC1063;"Apple iMac 27 ""Core i7 Retina 5K 4Hz | 16GB | 1TB Flash | R9 M395X 4GB"
PAC1064;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 1TB Flash | R9 M395X 4GB"
PAC1065;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Flash | R9 M395X 4GB"
PAC1232;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB SSD | R9 M395X 4GB"
PAC1231;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 1TB SSD | R9 M395X 4GB"
PAC1233;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 64GB | 2TB SSD | Radeon R9 M395X 4GB"
PAC1601;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 1TB SSD"
PAC1602;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 1TB SSD"
PAC1603;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD"
PAC1604;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD"
PAC1605;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD"
PAC1606;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 2TB SSD"
PAC1607;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 1TB SSD"
PAC1608;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 1TB SSD"
PAC1609;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 1TB SSD"
PAC1610;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 2TB SSD"
PAC1611;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 2TB SSD"
PAC1612;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD"
PAC1613;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 1TB SSD | Radeon R9 M395X 4GB"
PAC1614;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 1TB SSD | Radeon R9 M395X 4GB"
PAC1615;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD | Radeon R9 M395X 4GB"
PAC1616;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1617;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1618;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1619;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 1TB SSD | Radeon R9 M395X 4GB"
PAC1620;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1621;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1622;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1032;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 3TB Fusion"
APP1194;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 2TB Fusion"
APP1386;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 1TB Flash | R9 M395X 4GB"
APP1378;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 2TB Fusion | R9 M395X 4GB"
APP1368;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB | 2TB Fusion"
APP1369;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 3TB Fusion"
APP1370;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 3TB Fusion"
APP1371;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 256GB Flash"
APP1372;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 256GB Flash"
APP1373;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 512GB Flash"
APP1374;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 512GB Flash"
APP1375;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 1TB Flash"
APP1376;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 1TB Flash"
APP1377;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 2TB Fusion | R9 M395X 4GB"
APP1379;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 3TB Fusion | R9 M395X 4GB"
APP1380;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 3TB Fusion | R9 M395X 4GB"
APP1381;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 256GB Flash | R9 M395X 4GB"
APP1382;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 256GB Flash | R9 M395X 4GB"
APP1383;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 512GB Flash | R9 M395X 4GB"
APP1384;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 512GB Flash | R9 M395X 4GB"
APP1385;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 1TB Flash | R9 M395X 4GB"
PAC1026;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 2TB Fusion"
PAC1027;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 2TB Fusion"
PAC1028;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 2TB Fusion"
PAC1029;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 2TB Fusion"
PAC1030;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 3TB Fusion"
PAC1031;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 3TB Fusion"
PAC0957;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Fusion"
APP1193;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB Fusion | AMD Radeon R9 M390"
APP1333;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 1TB Fusion"
APP1334;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | Fusion Drive 2TB"
APP1336;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 3TB Fusion Drive"
APP1338;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 256GB Flash"
APP1339;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 256GB Flash"
APP1340;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 512GB Flash | AMD Radeon R9 M390"
APP1342;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB Flash"
PAC0954;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Fusion | Radeon R9 M390"
PAC0955;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 1TB Fusion"
PAC0956;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Fusion"
PAC0958;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 2TB Fusion"
PAC0960;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 2TB Fusion"
PAC0962;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 3TB Fusion"
PAC0964;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 3TB Fusion"
PAC0966;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 256GB Flash"
PAC0967;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 256GB Flash"
PAC0968;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 256GB Flash"
PAC0969;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash"
PAC0970;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 512GB Flash"
PAC0972;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 512GB Flash | AMD Radeon R9 M390"
PAC0974;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Flash"
PAC0976;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Flash"
PAC1583;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 512GB SSD | AMD Radeon R9 M390"
PAC1584;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | RAM 16GB | 512GB SSD | AMD Radeon R9 M390"
PAC1585;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | RAM 32GB | 512GB SSD | AMD Radeon R9 M390"
PAC1586;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1587;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1588;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1589;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1590;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1591;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1592;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 525 GB SSD | AMD Radeon R9 M390"
PAC1593;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | RAM 16GB | 525GB SSD | AMD Radeon R9 M390"
PAC1594;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | RAM 32GB | 525GB SSD | AMD Radeon R9 M390"
PAC1595;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1596;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 16GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1597;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
PAC1598;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1599;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1600;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD | AMD Radeon R9 M390"
PAC1033;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 3TB Fusion"
APP1194;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 2TB Fusion"
APP1386;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 1TB Flash | R9 M395X 4GB"
APP1378;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 2TB Fusion | R9 M395X 4GB"
APP1368;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB | 2TB Fusion"
APP1369;"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 3TB Fusion"
APP1370;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 3TB Fusion"
APP1371;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 256GB Flash"
APP1372;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 256GB Flash"
APP1373;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 512GB Flash"
APP1374;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 512GB Flash"
APP1375;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 1TB Flash"
APP1376;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 1TB Flash"
APP1377;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 2TB Fusion | R9 M395X 4GB"
APP1379;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 3TB Fusion | R9 M395X 4GB"
APP1380;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 3TB Fusion | R9 M395X 4GB"
APP1381;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 256GB Flash | R9 M395X 4GB"
APP1382;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 256GB Flash | R9 M395X 4GB"
APP1383;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 512GB Flash | R9 M395X 4GB"
APP1384;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 512GB Flash | R9 M395X 4GB"
APP1385;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB | 1TB Flash | R9 M395X 4GB"
PAC1026;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 2TB Fusion"
PAC1027;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 2TB Fusion"
PAC1028;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 2TB Fusion"
PAC1029;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 2TB Fusion"
PAC1030;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 3TB Fusion"
PAC1031;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 3TB Fusion"
PAC1032;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 3TB Fusion"
PAC1036;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 256GB Flash"
PAC1037;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash"
PAC1038;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 512GB Flash"
PAC1039;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 512GB Flash"
PAC1040;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 512GB Flash"
PAC1041;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 512GB Flash"
PAC1042;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 1TB Flash"
PAC1043;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 1TB Flash"
PAC1044;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 1TB Flash"
PAC1045;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Flash"
PAC1046;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 2TB Fusion | R9 M395X 4GB"
PAC1047;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 2TB Fusion | R9 M395X 4GB"
PAC1048;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 2TB Fusion | R9 M395X 4GB"
PAC1049;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 2TB Fusion | R9 M395X 4GB"
PAC1050;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 3TB Fusion | R9 M395X 4GB"
PAC1051;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 3TB Fusion | R9 M395X 4GB"
PAC1052;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 3TB Fusion | R9 M395X 4GB"
PAC1053;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 3TB Fusion | R9 M395X 4GB"
PAC1054;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 256GB Flash | R9 M395X 4GB"
PAC1055;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 256GB Flash | R9 M395X 4GB"
PAC1056;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 256 Flash | R9 M395X 4GB"
PAC1057;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 256GB Flash | R9 M395X 4GB"
PAC1058;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 512GB Flash | R9 M395X 4GB"
PAC1059;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 512GB Flash | R9 M395X 4GB"
PAC1060;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 512GB Flash | R9 M395X 4GB"
PAC1061;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 512GB Flash | R9 M395X 4GB"
PAC1062;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 1TB Flash | R9 M395X 4GB"
PAC1063;"Apple iMac 27 ""Core i7 Retina 5K 4Hz | 16GB | 1TB Flash | R9 M395X 4GB"
PAC1064;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 1TB Flash | R9 M395X 4GB"
PAC1065;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Flash | R9 M395X 4GB"
PAC1232;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB SSD | R9 M395X 4GB"
PAC1231;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 1TB SSD | R9 M395X 4GB"
PAC1233;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 64GB | 2TB SSD | Radeon R9 M395X 4GB"
PAC1601;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 1TB SSD"
PAC1602;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 1TB SSD"
PAC1603;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD"
PAC1604;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD"
PAC1605;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD"
PAC1606;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 2TB SSD"
PAC1607;"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB RAM | 1TB SSD"
PAC1608;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 1TB SSD"
PAC1609;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 1TB SSD"
PAC1610;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 2TB SSD"
PAC1611;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 2TB SSD"
PAC1612;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD"
PAC1613;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 1TB SSD | Radeon R9 M395X 4GB"
PAC1614;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 1TB SSD | Radeon R9 M395X 4GB"
PAC1615;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD | Radeon R9 M395X 4GB"
PAC1616;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1617;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1618;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1619;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 1TB SSD | Radeon R9 M395X 4GB"
PAC1620;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1621;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1622;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
PAC1034;"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB | 256GB Flash"
PAC1033;"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 3TB Fusion"
